N,P,K,temperature,humidity,ph,rainfall,label
29.15,18.63,30.3,23.57,93.17,6.05,168.8,coconut
22.92,19.13,32.0,28.71,92.98,5.37,235.97,coconut
23.1,5.96,39.17,29.54,86.14,6.36,175.78,coconut
21.92,11.04,32.36,23.1,95.47,5.16,172.64,coconut
19.89,5.35,36.11,26.68,94.36,6.47,198.07,coconut
22.13,9.94,27.0,22.71,87.84,6.29,199.89,coconut
24.04,13.05,41.1,27.98,92.04,6.03,171.51,coconut
29.79,18.66,32.4,24.64,95.8,6.41,177.19,coconut
29.07,17.7,37.97,27.28,92.94,6.08,166.97,coconut
27.93,6.91,39.51,27.17,90.93,5.29,221.85,coconut
28.34,6.4,29.19,31.24,89.84,5.66,227.01,coconut
22.02,13.84,42.69,27.49,94.16,5.11,196.23,coconut
24.86,12.98,37.32,27.83,99.09,5.58,221.41,coconut
28.43,9.0,33.57,26.02,95.08,6.11,223.59,coconut
20.89,18.49,28.65,31.49,86.12,5.58,163.83,coconut
29.43,18.91,43.85,29.77,91.91,5.5,246.62,coconut
21.24,11.04,40.1,24.85,98.36,5.89,232.1,coconut
24.02,18.35,29.16,30.44,86.42,6.31,170.45,coconut
25.65,10.76,31.75,26.32,99.83,5.07,168.62,coconut
29.26,16.05,41.19,30.29,99.24,5.58,162.57,coconut
18.67,12.14,38.91,30.23,86.17,5.24,163.84,coconut
26.19,6.84,40.32,23.89,99.0,6.04,224.82,coconut
22.81,18.92,33.82,29.01,90.45,5.16,196.97,coconut
19.03,11.81,39.33,24.91,97.67,6.0,228.29,coconut
26.65,16.02,32.73,24.97,91.28,5.43,224.63,coconut
23.28,10.51,29.23,24.96,91.61,5.3,210.46,coconut
24.91,5.28,37.65,29.26,94.51,6.4,218.64,coconut
19.84,6.51,44.52,24.3,96.62,5.03,151.84,coconut
22.22,12.44,31.21,22.01,85.51,5.66,181.18,coconut
24.26,15.35,34.22,29.15,93.9,5.03,213.78,coconut
21.07,10.02,38.48,23.71,87.8,5.73,150.93,coconut
17.98,15.43,35.83,23.04,90.19,5.75,153.3,coconut
29.42,15.48,41.87,24.38,90.22,5.48,235.19,coconut
22.67,15.56,40.23,25.8,92.04,5.2,218.4,coconut
26.01,12.39,26.17,26.76,90.01,5.56,176.54,coconut
21.17,18.72,44.97,22.45,86.61,6.01,218.8,coconut
20.33,12.34,40.05,31.71,87.18,6.17,229.25,coconut
21.11,11.75,42.28,29.16,85.5,5.8,180.68,coconut
21.14,7.99,38.02,25.23,92.05,5.88,153.6,coconut
23.16,9.61,42.13,25.19,99.32,5.3,243.28,coconut
23.15,5.64,27.25,26.49,86.74,5.43,184.52,coconut
22.46,14.5,31.95,28.26,99.19,5.24,160.65,coconut
17.02,8.73,42.53,23.46,96.0,5.37,199.19,coconut
22.44,9.56,29.03,23.89,94.56,5.34,226.85,coconut
17.54,16.56,26.56,30.59,94.68,5.78,172.16,coconut
16.89,9.91,40.76,24.56,97.4,5.84,176.95,coconut
28.99,8.63,41.71,25.8,86.6,6.42,174.27,coconut
24.07,7.54,28.25,30.71,92.57,5.29,249.17,coconut
24.89,16.62,42.09,28.63,95.46,5.96,169.74,coconut
21.03,6.95,38.74,25.42,93.8,6.23,207.55,coconut
28.63,11.81,35.4,28.84,97.49,5.84,242.53,coconut
24.57,12.6,41.61,22.2,86.08,5.38,164.69,coconut
26.54,15.31,33.38,29.36,95.36,5.39,247.09,coconut
20.53,14.5,28.88,26.87,93.01,5.06,244.75,coconut
29.4,17.16,30.7,30.13,90.69,5.46,238.46,coconut
27.31,5.67,35.1,31.55,90.1,6.12,171.46,coconut
27.81,9.45,35.63,31.26,94.31,5.07,213.41,coconut
17.58,9.2,41.11,31.09,98.36,5.33,226.09,coconut
19.06,7.19,40.83,27.12,92.44,6.06,248.6,coconut
19.28,9.34,36.63,25.6,97.37,6.17,168.04,coconut
19.06,9.65,40.62,26.65,91.03,5.68,226.6,coconut
27.83,12.83,28.84,28.9,86.54,6.05,183.88,coconut
15.48,14.96,26.0,30.84,85.92,5.58,167.56,coconut
16.14,10.72,42.47,24.07,85.77,5.24,192.14,coconut
19.11,15.79,26.51,31.18,90.7,5.6,229.38,coconut
18.0,10.04,29.93,30.15,90.06,5.87,196.48,coconut
18.48,9.35,38.91,31.79,95.77,6.42,203.75,coconut
26.97,13.12,33.19,30.8,96.14,5.1,249.52,coconut
23.45,5.36,42.53,24.8,85.76,5.76,189.91,coconut
15.09,6.2,30.96,23.06,88.32,5.49,211.54,coconut
21.44,11.27,25.24,23.12,89.11,5.76,186.52,coconut
21.12,19.14,31.01,24.91,93.21,5.04,189.28,coconut
16.71,15.82,36.56,28.14,87.17,5.47,219.56,coconut
25.14,6.32,32.52,30.04,87.01,6.23,243.79,coconut
25.53,17.69,35.7,30.99,99.16,5.83,204.24,coconut
25.81,15.98,42.53,28.24,97.06,5.68,226.84,coconut
25.93,14.16,43.25,22.06,87.71,5.43,158.92,coconut
15.0,17.3,30.32,23.86,91.1,5.45,171.12,coconut
29.31,11.06,34.24,23.0,90.33,5.57,200.21,coconut
27.21,8.32,35.98,25.63,96.87,6.25,152.0,coconut
28.56,12.68,43.98,27.01,92.65,6.45,175.29,coconut
15.23,13.23,44.97,22.43,86.92,5.66,201.74,coconut
29.01,13.07,29.71,25.48,96.08,5.59,151.5,coconut
27.15,13.48,39.54,23.79,90.95,6.27,176.45,coconut
27.56,19.23,32.56,28.47,88.94,5.64,201.4,coconut
16.4,18.53,25.16,26.64,90.63,5.83,207.31,coconut
26.08,18.14,25.19,26.95,92.47,5.35,242.58,coconut
29.4,17.02,34.21,26.28,90.15,6.12,214.53,coconut
25.18,19.15,34.77,31.56,88.63,5.8,191.47,coconut
23.56,6.48,25.45,24.15,90.98,6.21,243.04,coconut
83.55,35.46,42.47,34.64,80.43,6.91,167.18,jute
66.0,42.46,41.66,30.03,73.44,6.82,177.87,jute
63.93,37.98,38.52,34.76,76.11,6.13,165.89,jute
80.27,46.17,47.15,26.39,76.43,7.0,169.57,jute
76.8,53.35,44.53,31.14,73.19,6.26,247.3,jute
83.69,42.83,52.31,24.89,74.1,6.72,165.31,jute
82.16,51.9,35.64,25.4,85.77,6.91,176.93,jute
78.76,35.0,47.88,28.65,73.34,6.24,209.06,jute
89.59,38.37,50.26,26.16,70.57,6.91,211.02,jute
76.01,35.61,50.19,24.18,82.59,6.31,165.4,jute
63.39,41.56,52.72,25.42,89.52,6.98,229.37,jute
84.85,53.16,49.58,22.46,76.62,6.28,228.52,jute
67.56,36.94,53.56,31.16,72.37,6.95,173.73,jute
83.32,47.13,41.65,28.4,81.41,6.05,178.87,jute
88.71,44.03,45.06,23.23,88.13,6.71,243.8,jute
80.9,53.77,35.28,24.23,85.68,6.53,232.57,jute
77.88,37.45,35.14,23.33,82.45,6.48,219.78,jute
73.81,39.24,39.8,29.96,76.3,6.22,158.22,jute
70.93,35.59,37.02,23.22,80.84,6.71,191.83,jute
70.59,43.68,40.2,31.81,71.82,6.19,205.93,jute
79.09,40.56,38.54,22.27,83.58,6.55,168.74,jute
82.54,52.4,35.57,25.24,84.5,6.25,194.82,jute
80.36,47.1,53.19,33.58,89.3,6.96,210.1,jute
65.95,47.28,35.16,31.34,75.21,6.03,182.74,jute
74.82,45.64,49.72,22.95,70.37,6.2,228.09,jute
83.75,36.84,38.04,32.67,80.91,6.24,234.04,jute
74.27,43.9,53.24,28.41,84.14,6.41,182.36,jute
76.1,54.99,52.86,33.01,85.81,6.23,233.87,jute
83.13,51.7,48.08,29.81,73.87,6.49,160.36,jute
79.84,52.87,48.44,30.86,75.24,6.87,233.77,jute
72.28,51.46,35.11,34.92,80.25,6.71,165.28,jute
86.86,37.06,54.7,25.02,76.61,6.58,158.29,jute
64.88,39.55,52.56,30.11,87.21,6.09,214.18,jute
89.87,35.06,52.9,27.98,79.48,6.69,197.19,jute
63.57,41.07,48.18,22.51,85.99,6.17,240.79,jute
60.45,37.17,41.9,22.19,81.61,6.79,186.32,jute
86.7,44.46,52.87,23.55,85.46,6.25,178.72,jute
67.35,48.54,40.83,30.44,76.65,6.42,200.07,jute
81.89,52.49,46.25,29.37,86.63,6.35,195.59,jute
84.33,49.98,36.99,29.19,75.49,6.86,184.44,jute
85.77,53.77,53.44,22.41,80.92,6.13,219.37,jute
89.75,36.08,37.82,28.1,74.28,6.57,225.96,jute
68.82,35.24,39.5,34.02,79.51,6.14,235.3,jute
81.31,48.23,46.16,27.17,76.36,6.7,247.29,jute
63.46,40.79,50.28,30.12,75.33,6.91,176.67,jute
72.2,40.07,47.39,32.14,89.34,6.43,221.61,jute
85.44,41.62,39.64,32.19,73.2,6.49,189.43,jute
71.03,40.4,35.02,28.75,85.75,6.93,217.71,jute
77.73,45.23,50.14,33.15,89.68,6.52,197.6,jute
75.11,43.8,54.7,27.09,70.4,6.49,249.38,jute
79.38,45.25,51.2,33.55,83.98,6.58,222.89,jute
89.19,48.45,44.2,25.12,75.06,6.69,245.25,jute
61.67,42.74,53.08,25.64,70.81,6.11,233.5,jute
77.22,40.03,43.2,22.69,78.06,6.82,240.29,jute
85.89,38.32,45.5,32.34,88.7,6.44,231.44,jute
74.44,41.99,44.54,27.42,70.24,6.07,195.92,jute
62.36,49.84,43.95,24.98,81.76,6.79,175.18,jute
76.82,50.13,50.5,25.01,80.03,6.38,187.03,jute
69.96,48.34,45.54,33.72,87.47,6.1,152.02,jute
64.65,39.68,41.33,32.84,71.68,6.63,202.4,jute
85.47,46.76,40.16,29.2,83.63,6.88,200.51,jute
75.65,46.41,35.75,30.01,83.6,6.89,202.53,jute
88.0,44.69,46.66,28.17,83.38,6.96,247.4,jute
84.18,46.0,39.6,27.09,88.85,6.87,241.15,jute
80.79,44.84,37.96,33.9,86.46,6.0,166.17,jute
60.15,46.31,48.08,23.63,70.84,6.38,186.89,jute
72.83,49.31,48.62,27.44,79.42,6.82,192.4,jute
65.92,37.19,50.04,26.48,77.96,6.37,186.05,jute
87.32,49.99,45.07,28.48,76.2,6.6,229.85,jute
65.24,37.72,52.88,27.95,79.03,6.61,202.4,jute
68.58,36.33,53.73,28.75,77.68,6.37,207.21,jute
75.51,54.52,51.15,23.82,78.65,6.9,235.3,jute
67.9,54.14,47.71,28.67,89.59,6.5,230.59,jute
66.3,36.21,41.07,25.15,71.77,6.46,163.22,jute
77.97,43.87,54.66,24.4,88.44,7.0,221.39,jute
62.67,38.72,40.48,22.84,79.6,6.49,193.54,jute
61.75,44.71,39.05,31.91,82.47,6.18,179.46,jute
71.17,51.6,43.84,27.56,86.6,6.51,155.0,jute
81.62,54.01,36.14,30.15,77.21,6.81,198.72,jute
76.64,47.69,54.57,31.46,78.61,6.78,185.54,jute
72.69,42.08,46.77,30.83,78.19,6.79,175.15,jute
76.97,47.07,46.14,28.12,77.49,6.71,219.47,jute
70.96,41.24,48.12,27.04,88.51,6.25,226.95,jute
88.08,53.2,44.94,26.89,86.58,6.86,174.48,jute
61.65,52.41,35.64,30.32,72.18,6.89,154.94,jute
80.2,46.16,47.25,28.43,72.16,6.19,234.88,jute
86.74,41.5,49.32,33.04,78.56,6.13,151.0,jute
84.12,40.87,43.33,33.37,71.97,6.98,243.71,jute
65.52,35.67,50.15,24.22,82.38,6.87,212.76,jute
68.88,51.32,39.54,23.77,72.87,6.89,182.18,jute
81.51,44.01,39.43,30.2,80.45,6.89,174.65,jute
62.53,41.5,38.23,25.92,70.14,6.54,150.9,jute
84.36,44.42,42.44,22.24,76.33,6.65,173.55,jute
81.57,51.37,51.94,33.55,83.54,6.55,163.77,jute
81.89,37.49,51.56,24.95,79.68,6.05,211.22,jute
63.01,52.15,42.66,34.08,89.57,6.75,166.65,jute
81.53,52.95,46.78,31.33,87.48,6.51,202.86,jute
80.39,53.93,49.42,31.91,77.18,6.65,209.01,jute
84.93,42.95,39.82,24.62,70.91,6.5,179.8,jute
61.25,39.34,38.36,25.04,86.91,6.49,153.51,jute
90.75,33.87,33.69,18.51,65.29,6.8,177.25,coffee
90.53,34.17,38.86,23.37,66.78,6.21,237.5,coffee
104.78,43.23,33.31,15.67,70.8,6.89,226.66,coffee
96.36,48.23,49.64,24.42,68.12,6.47,186.22,coffee
105.93,38.08,31.92,24.86,67.18,6.08,223.41,coffee
98.63,34.15,41.78,15.89,63.24,7.42,160.41,coffee
99.06,42.97,42.53,17.91,64.48,6.96,228.93,coffee
100.26,47.42,40.76,18.72,63.29,7.32,203.23,coffee
104.26,44.97,43.24,22.76,71.84,7.01,179.23,coffee
95.47,47.38,32.32,20.96,59.6,6.54,215.58,coffee
92.43,40.73,41.1,21.44,55.11,6.77,214.16,coffee
101.12,45.04,35.74,22.58,68.03,7.01,170.95,coffee
96.54,32.8,48.8,16.18,59.05,7.44,153.04,coffee
98.85,36.97,45.24,23.33,72.8,6.38,193.36,coffee
102.94,37.79,49.45,22.06,72.18,7.31,206.95,coffee
99.88,40.23,30.75,20.77,56.53,7.39,237.66,coffee
102.41,48.58,35.7,23.9,57.13,7.01,242.82,coffee
100.88,47.49,33.91,22.0,64.9,7.4,202.88,coffee
104.8,32.69,30.22,17.02,67.18,6.6,225.38,coffee
104.12,33.46,34.85,19.3,60.5,7.43,193.93,coffee
100.68,37.15,43.58,19.94,69.34,7.05,224.61,coffee
103.58,35.81,34.62,15.55,66.9,6.06,170.48,coffee
107.47,42.3,40.18,24.55,61.5,7.36,187.11,coffee
98.65,48.06,47.76,16.29,55.51,6.73,213.42,coffee
98.26,49.25,43.88,21.97,70.0,6.69,151.82,coffee
105.28,43.07,37.89,20.06,59.3,6.85,222.25,coffee
101.65,46.76,37.45,15.26,71.69,6.22,233.55,coffee
91.42,40.5,39.11,24.25,63.41,6.7,189.91,coffee
107.84,34.17,33.54,23.52,66.54,7.25,194.79,coffee
90.62,40.49,42.68,20.24,72.46,6.02,235.13,coffee
104.97,41.1,37.28,17.29,72.27,6.41,227.57,coffee
105.18,44.85,47.05,16.22,62.43,6.0,178.81,coffee
109.06,34.4,45.13,18.63,59.18,6.62,182.4,coffee
91.08,37.37,42.21,17.55,70.5,7.09,217.89,coffee
101.94,37.28,37.28,20.07,63.66,7.2,206.32,coffee
98.56,49.19,34.2,24.66,58.84,7.42,166.22,coffee
96.61,38.88,45.52,20.75,73.09,6.91,180.99,coffee
91.81,45.1,39.73,23.9,58.96,6.38,240.0,coffee
101.25,45.02,34.5,21.51,55.52,7.39,218.82,coffee
99.58,35.31,33.9,19.75,55.41,7.16,248.6,coffee
92.09,41.44,33.31,23.55,67.45,6.86,226.7,coffee
102.25,47.89,45.54,19.71,68.23,7.04,244.2,coffee
104.76,39.5,34.58,23.69,61.22,7.39,171.62,coffee
105.35,48.9,40.53,17.92,61.4,7.07,227.15,coffee
108.11,34.29,39.03,16.29,61.79,6.55,152.02,coffee
98.19,31.48,41.59,23.55,68.6,7.07,217.08,coffee
109.06,47.83,47.54,20.87,56.16,6.06,196.93,coffee
107.31,46.95,47.35,23.89,73.58,6.58,184.68,coffee
95.93,49.85,39.02,24.38,59.45,6.61,236.24,coffee
93.19,43.59,30.31,15.54,74.99,6.25,235.43,coffee
98.71,48.73,38.53,20.01,58.43,6.03,152.23,coffee
98.04,46.54,42.12,18.75,70.43,6.2,210.95,coffee
101.51,46.89,41.16,21.26,59.47,6.98,186.78,coffee
101.67,41.38,43.03,22.94,56.62,7.2,191.57,coffee
105.0,37.65,33.08,17.81,72.5,7.48,233.2,coffee
100.2,48.69,42.93,20.57,72.18,6.52,180.98,coffee
92.1,38.64,33.65,22.09,63.07,6.9,244.3,coffee
107.17,40.78,45.01,16.34,69.05,7.41,167.96,coffee
96.2,38.92,36.78,23.14,66.14,6.25,216.27,coffee
109.43,41.3,44.2,21.06,72.06,7.08,217.21,coffee
92.36,39.41,30.96,24.5,61.3,7.13,175.22,coffee
109.17,30.96,38.16,18.4,65.47,6.13,182.48,coffee
91.82,47.64,44.1,16.08,64.71,7.29,233.48,coffee
94.62,38.89,34.54,20.07,62.08,7.22,226.18,coffee
90.93,41.78,45.91,15.86,72.83,6.05,182.91,coffee
104.1,32.78,42.62,24.7,58.32,6.14,203.4,coffee
107.01,30.07,41.75,15.39,57.99,6.07,156.17,coffee
98.68,34.91,37.07,22.54,66.54,6.5,170.87,coffee
108.57,44.09,39.65,20.25,68.15,6.76,198.58,coffee
101.81,31.98,41.95,18.69,58.89,6.8,158.6,coffee
102.6,48.18,39.45,15.66,62.81,6.4,234.33,coffee
106.91,34.3,43.97,21.22,73.93,7.37,221.8,coffee
95.94,34.09,38.67,20.85,59.93,6.55,244.36,coffee
97.09,33.63,34.05,17.81,68.37,6.07,219.35,coffee
108.12,30.28,34.28,24.1,69.8,6.45,244.04,coffee
108.02,45.44,30.12,18.04,63.96,6.8,205.45,coffee
109.53,47.5,36.02,19.5,73.75,6.61,210.02,coffee
108.04,42.28,44.98,20.44,69.73,6.41,247.7,coffee
92.55,33.76,45.88,16.0,64.16,6.2,214.21,coffee
106.47,35.71,34.05,24.32,66.39,7.23,153.08,coffee
98.2,39.52,49.18,18.75,68.85,7.49,222.38,coffee
109.82,49.09,40.05,15.81,66.84,6.49,240.55,coffee
99.45,34.95,48.34,18.87,72.57,6.57,229.56,coffee
101.08,44.63,44.14,21.0,62.14,6.93,208.38,coffee
100.6,38.79,44.45,20.14,61.0,7.08,217.13,coffee
96.43,35.96,31.7,21.95,59.28,6.59,249.02,coffee
91.5,39.12,34.4,15.55,55.76,7.36,159.07,coffee
107.91,31.42,30.18,17.85,55.86,6.84,216.72,coffee
106.05,45.97,44.32,23.19,72.4,6.68,178.34,coffee
92.79,34.87,36.89,15.8,68.57,6.97,214.01,coffee
105.54,44.51,45.73,23.55,68.21,7.43,210.76,coffee
102.52,31.37,36.78,15.92,67.29,7.19,165.35,coffee
98.18,49.1,46.39,23.34,71.98,6.06,170.67,coffee
95.08,33.86,32.61,18.61,64.61,6.5,212.16,coffee
107.19,47.65,33.47,21.12,72.41,6.71,162.82,coffee
104.0,46.19,36.82,16.53,62.19,6.47,176.52,coffee
100.95,49.36,38.17,15.66,73.53,7.05,233.52,coffee
102.19,39.56,36.97,17.16,68.97,7.24,182.71,coffee
91.82,44.55,45.27,16.28,60.14,7.1,198.81,coffee
99.48,37.41,31.94,18.12,66.28,7.48,244.11,coffee
36.81,77.31,77.36,21.08,17.08,5.76,88.86,chickpea
41.69,67.91,92.63,26.84,20.69,6.49,98.18,chickpea
48.19,81.94,114.06,24.76,21.6,5.71,98.67,chickpea
52.66,64.64,91.06,21.41,20.45,6.19,129.66,chickpea
57.05,60.92,111.98,23.44,17.02,5.8,129.74,chickpea
57.46,62.05,99.51,26.41,20.31,6.77,85.74,chickpea
53.3,98.17,79.59,26.83,16.81,7.4,116.3,chickpea
36.85,65.69,99.06,19.6,15.34,7.49,82.59,chickpea
30.74,88.34,95.3,21.4,14.27,6.25,81.51,chickpea
41.51,62.72,89.93,21.35,17.09,6.7,85.27,chickpea
34.25,64.33,75.98,18.42,21.23,7.21,128.27,chickpea
51.31,80.36,90.84,23.98,15.91,5.73,127.04,chickpea
49.83,78.59,73.64,26.55,15.65,6.88,89.7,chickpea
31.32,98.06,74.94,21.82,21.76,6.32,88.08,chickpea
55.1,97.79,90.8,25.4,14.2,5.91,92.03,chickpea
37.46,91.18,85.27,24.28,20.29,6.31,105.78,chickpea
42.97,84.08,116.28,21.76,16.57,5.65,108.49,chickpea
50.04,78.2,88.79,19.41,14.3,6.89,91.08,chickpea
42.88,74.25,107.89,25.09,21.34,6.01,117.83,chickpea
43.24,97.88,96.51,26.55,15.12,6.12,95.48,chickpea
31.97,84.12,105.2,24.86,18.41,5.74,126.11,chickpea
42.04,83.16,83.01,18.18,16.19,7.23,112.84,chickpea
52.95,69.28,117.1,20.16,14.52,6.49,101.82,chickpea
57.46,61.87,96.5,18.69,14.4,6.64,119.5,chickpea
42.4,97.81,111.57,23.7,14.92,6.64,120.9,chickpea
42.71,72.55,88.25,25.56,14.57,6.32,94.52,chickpea
51.08,77.7,75.01,19.11,20.08,5.89,96.99,chickpea
58.28,64.59,103.69,26.38,17.88,6.99,126.8,chickpea
38.01,93.48,70.39,23.56,16.74,5.75,88.24,chickpea
43.2,61.11,93.76,24.9,17.35,5.71,82.11,chickpea
53.88,93.36,79.64,27.71,21.43,6.92,102.7,chickpea
48.29,65.61,101.37,18.84,21.29,5.92,120.06,chickpea
33.32,95.46,118.97,27.01,19.73,6.11,118.58,chickpea
48.83,89.19,93.22,19.26,21.08,6.45,125.98,chickpea
35.6,66.59,110.87,21.93,16.56,6.4,106.66,chickpea
45.31,82.63,95.39,26.51,17.05,6.92,85.0,chickpea
45.87,72.51,94.79,27.06,18.91,6.75,109.43,chickpea
56.29,67.13,116.52,23.06,18.99,6.79,118.92,chickpea
43.87,94.37,114.5,23.94,17.85,6.93,84.67,chickpea
38.38,76.14,109.29,25.08,17.21,6.09,88.63,chickpea
36.93,75.94,84.81,26.33,21.89,6.14,80.61,chickpea
56.23,66.8,97.25,19.22,20.57,6.38,109.68,chickpea
35.13,75.32,81.19,26.1,17.48,6.11,124.34,chickpea
42.78,94.86,92.2,22.81,19.82,7.47,113.53,chickpea
35.62,74.53,94.21,22.51,16.16,7.13,129.1,chickpea
53.2,98.06,111.58,22.24,14.8,5.83,83.15,chickpea
44.23,97.85,114.8,23.09,16.82,5.51,125.15,chickpea
40.53,65.8,90.73,27.45,17.22,5.59,120.7,chickpea
40.83,67.09,70.89,23.48,14.13,5.99,95.71,chickpea
55.57,94.51,113.09,27.53,20.52,5.73,128.68,chickpea
46.61,75.71,78.71,19.8,16.87,6.57,94.4,chickpea
51.54,60.17,101.09,25.24,18.64,7.22,124.47,chickpea
56.91,70.95,71.25,26.12,14.59,6.97,124.04,chickpea
57.05,83.91,89.98,24.79,15.4,5.93,117.88,chickpea
39.86,91.97,119.3,24.07,21.12,6.3,108.17,chickpea
58.57,65.34,75.03,23.65,18.87,6.52,86.0,chickpea
30.75,64.42,91.18,26.61,21.6,7.12,106.6,chickpea
41.31,96.88,85.36,26.22,21.99,7.18,97.84,chickpea
56.87,90.05,115.25,19.22,16.97,7.32,119.61,chickpea
38.24,83.59,113.47,26.49,16.39,6.52,117.91,chickpea
38.19,90.77,81.88,22.14,20.87,6.89,125.53,chickpea
39.08,77.15,74.06,20.54,21.99,5.72,80.74,chickpea
48.37,90.34,101.36,26.7,19.04,6.63,120.46,chickpea
43.15,74.87,86.82,22.32,20.36,6.0,126.92,chickpea
51.8,69.76,103.6,26.08,20.25,6.36,119.47,chickpea
56.85,89.16,71.61,20.63,16.84,6.77,86.51,chickpea
50.23,76.79,76.67,18.04,18.59,6.01,84.06,chickpea
36.13,99.26,104.32,22.95,20.66,5.6,81.04,chickpea
57.98,73.98,80.62,19.0,19.5,5.52,111.44,chickpea
37.93,96.87,112.88,25.54,14.17,5.54,111.48,chickpea
34.5,97.32,72.93,20.76,16.69,5.52,129.35,chickpea
32.7,69.67,80.77,22.44,15.16,5.72,99.9,chickpea
46.9,91.93,119.93,18.87,15.86,5.98,96.6,chickpea
33.41,77.32,91.65,20.87,21.24,5.94,111.22,chickpea
34.16,96.7,105.15,25.81,14.3,7.47,121.28,chickpea
39.0,78.0,79.13,19.52,15.76,6.11,126.84,chickpea
38.45,89.77,100.49,24.47,16.48,5.75,120.16,chickpea
48.13,78.68,106.31,27.17,18.94,6.59,101.33,chickpea
54.5,69.11,85.72,24.8,18.27,7.22,111.75,chickpea
52.84,67.97,111.44,26.11,15.75,6.86,122.81,chickpea
37.87,77.02,100.17,19.09,15.31,6.09,104.53,chickpea
37.36,90.22,89.46,20.51,15.89,6.62,90.83,chickpea
58.97,84.2,97.88,26.95,18.02,6.93,88.49,chickpea
30.25,87.55,98.84,25.15,16.17,6.96,80.01,chickpea
56.39,71.29,78.28,24.4,21.58,6.83,115.91,chickpea
35.99,79.26,90.14,24.64,17.71,7.24,85.55,chickpea
58.42,61.78,87.17,22.14,14.47,7.24,92.19,chickpea
40.27,92.7,90.05,18.45,19.83,6.66,94.89,chickpea
43.21,99.6,108.06,25.84,16.63,6.36,108.02,chickpea
51.21,76.28,94.13,24.79,19.23,6.78,99.9,chickpea
47.63,60.44,117.02,22.73,16.24,7.14,113.73,chickpea
39.54,66.79,84.68,27.0,18.57,5.51,82.78,chickpea
46.61,86.1,90.79,21.36,20.18,7.48,86.2,chickpea
51.92,84.48,109.35,20.94,21.42,5.87,104.96,chickpea
31.27,91.51,97.3,26.73,16.09,6.44,96.85,chickpea
30.34,70.16,97.35,25.97,16.68,7.24,94.79,chickpea
43.74,90.55,72.67,23.15,17.71,5.95,83.35,chickpea
33.96,87.52,89.93,19.31,21.42,6.45,124.79,chickpea
49.93,72.91,83.54,20.15,21.21,5.77,114.59,chickpea
36.42,81.82,119.97,24.56,14.72,6.29,86.08,chickpea
16.3,133.09,21.1,20.52,23.67,6.62,140.34,kidneybeans
34.5,121.6,18.93,24.34,21.54,6.29,100.83,kidneybeans
28.62,124.85,29.69,19.04,20.07,6.12,109.34,kidneybeans
23.35,135.47,26.96,24.1,21.75,5.9,132.75,kidneybeans
29.03,130.57,19.53,18.55,23.46,7.0,118.79,kidneybeans
30.13,138.56,27.71,18.1,19.64,5.61,149.12,kidneybeans
30.6,128.58,26.38,25.19,21.03,5.57,133.27,kidneybeans
24.56,137.4,19.46,22.65,23.75,5.83,147.83,kidneybeans
23.6,128.98,21.4,20.81,19.03,6.96,110.07,kidneybeans
15.22,139.58,17.79,19.86,22.32,6.97,143.2,kidneybeans
33.53,139.2,16.67,22.94,21.69,6.48,116.07,kidneybeans
27.07,126.58,25.84,22.07,22.08,6.82,149.48,kidneybeans
19.06,137.72,19.01,25.93,20.11,5.82,107.88,kidneybeans
33.39,136.95,27.3,25.87,19.88,6.96,125.82,kidneybeans
33.3,124.21,29.93,23.08,22.11,5.71,139.64,kidneybeans
34.78,132.49,16.15,21.54,19.29,5.65,121.63,kidneybeans
32.48,121.45,22.1,21.93,20.52,5.67,123.4,kidneybeans
34.96,136.73,27.03,23.46,19.13,6.36,149.32,kidneybeans
19.89,123.49,26.83,18.81,18.05,6.67,121.27,kidneybeans
31.84,121.42,26.4,20.63,23.82,6.05,130.2,kidneybeans
31.46,128.0,20.23,18.6,20.59,6.97,102.73,kidneybeans
19.62,131.54,21.81,18.59,23.82,6.15,142.11,kidneybeans
16.97,137.1,23.92,19.57,18.84,5.73,132.41,kidneybeans
34.59,139.48,29.61,21.88,21.52,6.2,120.2,kidneybeans
20.92,128.79,19.91,24.28,19.21,6.52,100.81,kidneybeans
32.42,121.21,28.85,21.88,22.74,6.75,129.58,kidneybeans
15.08,134.98,19.04,20.68,22.7,6.19,100.63,kidneybeans
15.42,131.3,29.84,18.66,18.68,6.39,100.06,kidneybeans
24.32,128.96,25.05,22.4,23.47,5.9,130.8,kidneybeans
19.77,126.19,21.95,20.17,19.17,6.47,109.45,kidneybeans
28.8,130.05,24.2,22.92,21.68,6.98,109.59,kidneybeans
26.31,126.77,19.09,25.82,23.91,5.57,132.66,kidneybeans
16.55,135.14,19.11,18.89,23.29,6.83,102.68,kidneybeans
18.25,130.88,16.7,19.7,23.74,6.34,115.67,kidneybeans
22.76,137.54,16.71,21.78,20.06,5.88,107.47,kidneybeans
18.71,130.87,20.22,25.75,18.63,6.93,129.01,kidneybeans
30.84,124.77,26.44,24.17,19.13,6.23,133.09,kidneybeans
23.32,137.02,24.12,25.19,21.0,6.0,136.06,kidneybeans
16.87,131.14,16.54,20.67,22.76,5.77,112.76,kidneybeans
24.69,124.14,27.78,25.94,18.9,5.87,104.46,kidneybeans
16.82,132.47,24.02,18.82,21.96,6.75,103.93,kidneybeans
17.58,127.15,29.41,18.42,19.94,6.42,121.31,kidneybeans
